"","reth","scheme","sex","year","cause","e0","cause_contribution","cause_contribution_months"
"2230","nhb","Contributing","male",2018,"Accidents",71.3758666219555,-0.954895032233409,-11.4587403868009
"2231","latinx","Contributing","female",2018,"Accidents",85.1021710819168,-0.377305391691579,-4.52766470029894
"2232","latinx","Contributing","male",2018,"Accidents",80.0678568745441,-0.842467016017096,-10.1096041922052
"2233","nhw","Contributing","female",2019,"Accidents",81.3674518762129,-0.481752125896918,-5.78102551076302
"2234","nhw","Contributing","male",2019,"Accidents",76.4654828070975,-0.865081756516858,-10.3809810782023
"2235","nhb","Contributing","female",2019,"Accidents",78.2759667813221,-0.463178755768709,-5.55814506922451
"2236","nhb","Contributing","male",2019,"Accidents",71.4327785226768,-0.942882188876311,-11.3145862665157
"2237","latinx","Contributing","female",2019,"Accidents",85.2512385174442,-0.384325499145802,-4.61190598974963
"2238","latinx","Contributing","male",2019,"Accidents",80.1476677137057,-0.87097878881373,-10.4517454657648
"2239","nhw","Contributing","female",2020,"Accidents",80.2121747443938,-0.458941478175205,-5.50729773810247
"2240","nhw","Contributing","male",2020,"Accidents",74.9323460768662,-0.847235153784069,-10.1668218454088
"2241","nhb","Contributing","female",2020,"Accidents",75.5168175251525,-0.492716413675694,-5.91259696410833
"2242","nhb","Contributing","male",2020,"Accidents",67.7944462115511,-1.00195820997017,-12.023498519642
"2243","latinx","Contributing","female",2020,"Accidents",82.3420817228026,-0.346177023759395,-4.15412428511274
"2244","latinx","Contributing","male",2020,"Accidents",75.6218487269796,-0.79255512544438,-9.51066150533256
"2245","nhw","Underlying","female",2010,"Accidents",81.0958358509852,-0.461037026197758,-5.53244431437309
"2246","nhw","Underlying","male",2010,"Accidents",76.3627105101001,-0.873122266692519,-10.4774672003102
"2247","nhb","Underlying","female",2010,"Accidents",77.643389616709,-0.382036879124229,-4.58444254949075
"2248","nhb","Underlying","male",2010,"Accidents",71.3974880681674,-0.80743780028935,-9.6892536034722
"2249","latinx","Underlying","female",2010,"Accidents",84.5704956077972,-0.340111772087852,-4.08134126505422
"2250","latinx","Underlying","male",2010,"Accidents",79.6855393094469,-0.758055114729217,-9.0966613767506
"2251","nhw","Underlying","female",2011,"Accidents",81.0559078234707,-0.466392368762101,-5.59670842514521
"2252","nhw","Underlying","male",2011,"Accidents",76.3683150807214,-0.872955590862091,-10.4754670903451
"2253","nhb","Underlying","female",2011,"Accidents",77.7747835111895,-0.396438674653425,-4.75726409584109
"2254","nhb","Underlying","male",2011,"Accidents",71.691612316504,-0.808737394306476,-9.70484873167771
"2255","latinx","Underlying","female",2011,"Accidents",84.6397629727617,-0.342259763526542,-4.1071171623185
"2256","latinx","Underlying","male",2011,"Accidents",79.9619297837395,-0.775322528102436,-9.30387033722923
"2257","nhw","Underlying","female",2012,"Accidents",81.1605632551706,-0.464726332088688,-5.57671598506425
"2258","nhw","Underlying","male",2012,"Accidents",76.5098074861679,-0.874506912055807,-10.4940829446697
"2259","nhb","Underlying","female",2012,"Accidents",78.0584103142106,-0.387551875408391,-4.6506225049007
"2260","nhb","Underlying","male",2012,"Accidents",71.8070340366304,-0.821566758615305,-9.85880110338366
"2261","latinx","Underlying","female",2012,"Accidents",84.6419038870435,-0.346724653928604,-4.16069584714324
"2262","latinx","Underlying","male",2012,"Accidents",80.0079522616595,-0.770243753093638,-9.24292503712365
"2263","nhw","Underlying","female",2013,"Accidents",81.1415073315867,-0.450003749364498,-5.40004499237398
"2264","nhw","Underlying","male",2013,"Accidents",76.4669538826248,-0.850737574829793,-10.2088508979575
"2265","nhb","Underlying","female",2013,"Accidents",78.0362380401684,-0.409934783848456,-4.91921740618147
"2266","nhb","Underlying","male",2013,"Accidents",71.8283628933767,-0.815301150419955,-9.78361380503947
"2267","latinx","Underlying","female",2013,"Accidents",84.6899921501619,-0.337369624968062,-4.04843549961674
"2268","latinx","Underlying","male",2013,"Accidents",80.0609432187543,-0.779091540509725,-9.3490984861167
"2269","nhw","Underlying","female",2014,"Accidents",81.2016592198798,-0.456765157146052,-5.48118188575262
"2270","nhw","Underlying","male",2014,"Accidents",76.4948359810366,-0.848975722730756,-10.1877086727691
"2271","nhb","Underlying","female",2014,"Accidents",78.1702149165092,-0.399273515879599,-4.79128219055519
"2272","nhb","Underlying","male",2014,"Accidents",72.0423021711168,-0.855695953494276,-10.2683514419313
"2273","latinx","Underlying","female",2014,"Accidents",84.8691691836429,-0.349820697455954,-4.19784836947144
"2274","latinx","Underlying","male",2014,"Accidents",80.1821101927682,-0.776063851643812,-9.31276621972575
"2275","nhw","Underlying","female",2015,"Accidents",81.0273200851816,-0.47043992138579,-5.64527905662948
"2276","nhw","Underlying","male",2015,"Accidents",76.3332390614916,-0.873056248280122,-10.4766749793615
"2277","nhb","Underlying","female",2015,"Accidents",78.107996370024,-0.429518381227368,-5.15422057472841
"2278","nhb","Underlying","male",2015,"Accidents",71.7190474589254,-0.896988323783432,-10.7638598854012
"2279","latinx","Underlying","female",2015,"Accidents",84.8104525043823,-0.362005660884449,-4.34406793061339
"2280","latinx","Underlying","male",2015,"Accidents",80.0390792203371,-0.815729890359506,-9.78875868431408
"2281","nhw","Underlying","female",2016,"Accidents",81.0688498147077,-0.490469658703773,-5.88563590444528
"2282","nhw","Underlying","male",2016,"Accidents",76.1991587542719,-0.908063126250568,-10.8967575150068
"2283","nhb","Underlying","female",2016,"Accidents",77.9696601136623,-0.46031190597526,-5.52374287170312
"2284","nhb","Underlying","male",2016,"Accidents",71.4393504479836,-0.949161235388445,-11.3899348246613
"2285","latinx","Underlying","female",2016,"Accidents",84.9136578277131,-0.388431224244755,-4.66117469093706
"2286","latinx","Underlying","male",2016,"Accidents",80.0348065080726,-0.857303880666478,-10.2876465679977
"2287","nhw","Underlying","female",2017,"Accidents",81.0178320411286,-0.492296010679524,-5.90755212815429
"2288","nhw","Underlying","male",2017,"Accidents",76.1414679902183,-0.890156733061517,-10.6818807967382
"2289","nhb","Underlying","female",2017,"Accidents",78.0777220837473,-0.463514706604542,-5.5621764792545
"2290","nhb","Underlying","male",2017,"Accidents",71.3188000045829,-0.956872050696305,-11.4824646083557
"2291","latinx","Underlying","female",2017,"Accidents",84.943524552072,-0.374173648214708,-4.49008377857649
"2292","latinx","Underlying","male",2017,"Accidents",79.9899144864707,-0.865746574962117,-10.3889588995454
"2293","nhw","Underlying","female",2018,"Accidents",81.1699850345079,-0.484232301505386,-5.81078761806464
"2294","nhw","Underlying","male",2018,"Accidents",76.3101125511254,-0.862580080160612,-10.3509609619273
"2295","nhb","Underlying","female",2018,"Accidents",78.163469915128,-0.466692111696702,-5.60030534036042
"2296","nhb","Underlying","male",2018,"Accidents",71.3758666219555,-0.962931315738629,-11.5551757888636
"2297","latinx","Underlying","female",2018,"Accidents",85.1021710819168,-0.380537033472692,-4.5664444016723
"2298","latinx","Underlying","male",2018,"Accidents",80.0678568745441,-0.847880259460069,-10.1745631135208
"2299","nhw","Underlying","female",2019,"Accidents",81.3674518762129,-0.48842162700312,-5.86105952403744
"2300","nhw","Underlying","male",2019,"Accidents",76.4654828070975,-0.872673136585718,-10.4720776390286
"2301","nhb","Underlying","female",2019,"Accidents",78.2759667813221,-0.471012473214458,-5.65214967857349
"2302","nhb","Underlying","male",2019,"Accidents",71.4327785226768,-0.948957588343134,-11.3874910601176
"2303","latinx","Underlying","female",2019,"Accidents",85.2512385174442,-0.387882420894044,-4.65458905072853
"2304","latinx","Underlying","male",2019,"Accidents",80.1476677137057,-0.877171142417112,-10.5260537090053
"2305","nhw","Underlying","female",2020,"Accidents",80.2121747443938,-0.466362617144199,-5.59635140573039
"2306","nhw","Underlying","male",2020,"Accidents",74.9323460768662,-0.85448171788795,-10.2537806146554
"2307","nhb","Underlying","female",2020,"Accidents",75.5168175251525,-0.501432466637738,-6.01718959965285
"2308","nhb","Underlying","male",2020,"Accidents",67.7944462115511,-1.00762867287932,-12.0915440745518
"2309","latinx","Underlying","female",2020,"Accidents",82.3420817228026,-0.350103917344981,-4.20124700813977
"2310","latinx","Underlying","male",2020,"Accidents",75.6218487269796,-0.798353224607155,-9.58023869528586
"2311","nhw","Masters","female",2010,"Covid",81.0958358509852,0,0
"2312","nhw","Masters","male",2010,"Covid",76.3627105101001,0,0
"2313","nhb","Masters","female",2010,"Covid",77.643389616709,0,0
"2314","nhb","Masters","male",2010,"Covid",71.3974880681674,0,0
"2315","latinx","Masters","female",2010,"Covid",84.5704956077972,0,0
"2316","latinx","Masters","male",2010,"Covid",79.6855393094469,0,0
"2317","nhw","Masters","female",2011,"Covid",81.0559078234707,0,0
"2318","nhw","Masters","male",2011,"Covid",76.3683150807214,0,0
"2319","nhb","Masters","female",2011,"Covid",77.7747835111895,0,0
"2320","nhb","Masters","male",2011,"Covid",71.691612316504,0,0
"2321","latinx","Masters","female",2011,"Covid",84.6397629727617,0,0
"2322","latinx","Masters","male",2011,"Covid",79.9619297837395,0,0
"2323","nhw","Masters","female",2012,"Covid",81.1605632551706,0,0
"2324","nhw","Masters","male",2012,"Covid",76.5098074861679,0,0
"2325","nhb","Masters","female",2012,"Covid",78.0584103142106,0,0
"2326","nhb","Masters","male",2012,"Covid",71.8070340366304,0,0
"2327","latinx","Masters","female",2012,"Covid",84.6419038870435,0,0
"2328","latinx","Masters","male",2012,"Covid",80.0079522616595,0,0
"2329","nhw","Masters","female",2013,"Covid",81.1415073315867,0,0
"2330","nhw","Masters","male",2013,"Covid",76.4669538826248,0,0
"2331","nhb","Masters","female",2013,"Covid",78.0362380401684,0,0
"2332","nhb","Masters","male",2013,"Covid",71.8283628933767,0,0
"2333","latinx","Masters","female",2013,"Covid",84.6899921501619,0,0
"2334","latinx","Masters","male",2013,"Covid",80.0609432187543,0,0
"2335","nhw","Masters","female",2014,"Covid",81.2016592198798,0,0
"2336","nhw","Masters","male",2014,"Covid",76.4948359810366,0,0
"2337","nhb","Masters","female",2014,"Covid",78.1702149165092,0,0
"2338","nhb","Masters","male",2014,"Covid",72.0423021711168,0,0
"2339","latinx","Masters","female",2014,"Covid",84.8691691836429,0,0
"2340","latinx","Masters","male",2014,"Covid",80.1821101927682,0,0
"2341","nhw","Masters","female",2015,"Covid",81.0273200851816,0,0
"2342","nhw","Masters","male",2015,"Covid",76.3332390614916,0,0
"2343","nhb","Masters","female",2015,"Covid",78.107996370024,0,0
"2344","nhb","Masters","male",2015,"Covid",71.7190474589254,0,0
"2345","latinx","Masters","female",2015,"Covid",84.8104525043823,0,0
"2346","latinx","Masters","male",2015,"Covid",80.0390792203371,0,0
"2347","nhw","Masters","female",2016,"Covid",81.0688498147077,0,0
"2348","nhw","Masters","male",2016,"Covid",76.1991587542719,0,0
"2349","nhb","Masters","female",2016,"Covid",77.9696601136623,0,0
"2350","nhb","Masters","male",2016,"Covid",71.4393504479836,0,0
"2351","latinx","Masters","female",2016,"Covid",84.9136578277131,0,0
"2352","latinx","Masters","male",2016,"Covid",80.0348065080726,0,0
"2353","nhw","Masters","female",2017,"Covid",81.0178320411286,0,0
"2354","nhw","Masters","male",2017,"Covid",76.1414679902183,0,0
"2355","nhb","Masters","female",2017,"Covid",78.0777220837473,0,0
"2356","nhb","Masters","male",2017,"Covid",71.3188000045829,0,0
"2357","latinx","Masters","female",2017,"Covid",84.943524552072,0,0
"2358","latinx","Masters","male",2017,"Covid",79.9899144864707,0,0
"2359","nhw","Masters","female",2018,"Covid",81.1699850345079,0,0
"2360","nhw","Masters","male",2018,"Covid",76.3101125511254,0,0
"2361","nhb","Masters","female",2018,"Covid",78.163469915128,0,0
"2362","nhb","Masters","male",2018,"Covid",71.3758666219555,0,0
"2363","latinx","Masters","female",2018,"Covid",85.1021710819168,0,0
"2364","latinx","Masters","male",2018,"Covid",80.0678568745441,0,0
"2365","nhw","Masters","female",2019,"Covid",81.3674518762129,0,0
"2366","nhw","Masters","male",2019,"Covid",76.4654828070975,0,0
"2367","nhb","Masters","female",2019,"Covid",78.2759667813221,0,0
"2368","nhb","Masters","male",2019,"Covid",71.4327785226768,0,0
"2369","latinx","Masters","female",2019,"Covid",85.2512385174442,0,0
"2370","latinx","Masters","male",2019,"Covid",80.1476677137057,0,0
"2371","nhw","Masters","female",2020,"Covid",80.2121747443938,-0.769139998840743,-9.22967998608891
"2372","nhw","Masters","male",2020,"Covid",74.9323460768662,-0.871317399254053,-10.4558087910486
"2373","nhb","Masters","female",2020,"Covid",75.5168175251525,-1.58693989126434,-19.043278695172
"2374","nhb","Masters","male",2020,"Covid",67.7944462115511,-1.67745058394028,-20.1294070072834
"2375","latinx","Masters","female",2020,"Covid",82.3420817228026,-2.25173252409976,-27.0207902891972
"2376","latinx","Masters","male",2020,"Covid",75.6218487269796,-3.40953124853598,-40.9143749824318
"2377","nhw","Acosta","female",2010,"Covid",81.0958358509852,0,0
"2378","nhw","Acosta","male",2010,"Covid",76.3627105101001,0,0
"2379","nhb","Acosta","female",2010,"Covid",77.643389616709,0,0
"2380","nhb","Acosta","male",2010,"Covid",71.3974880681674,0,0
"2381","latinx","Acosta","female",2010,"Covid",84.5704956077972,0,0
"2382","latinx","Acosta","male",2010,"Covid",79.6855393094469,0,0
"2383","nhw","Acosta","female",2011,"Covid",81.0559078234707,0,0
"2384","nhw","Acosta","male",2011,"Covid",76.3683150807214,0,0
"2385","nhb","Acosta","female",2011,"Covid",77.7747835111895,0,0
"2386","nhb","Acosta","male",2011,"Covid",71.691612316504,0,0
"2387","latinx","Acosta","female",2011,"Covid",84.6397629727617,0,0
"2388","latinx","Acosta","male",2011,"Covid",79.9619297837395,0,0
"2389","nhw","Acosta","female",2012,"Covid",81.1605632551706,0,0
"2390","nhw","Acosta","male",2012,"Covid",76.5098074861679,0,0
"2391","nhb","Acosta","female",2012,"Covid",78.0584103142106,0,0
"2392","nhb","Acosta","male",2012,"Covid",71.8070340366304,0,0
"2393","latinx","Acosta","female",2012,"Covid",84.6419038870435,0,0
"2394","latinx","Acosta","male",2012,"Covid",80.0079522616595,0,0
"2395","nhw","Acosta","female",2013,"Covid",81.1415073315867,0,0
"2396","nhw","Acosta","male",2013,"Covid",76.4669538826248,0,0
"2397","nhb","Acosta","female",2013,"Covid",78.0362380401684,0,0
"2398","nhb","Acosta","male",2013,"Covid",71.8283628933767,0,0
"2399","latinx","Acosta","female",2013,"Covid",84.6899921501619,0,0
"2400","latinx","Acosta","male",2013,"Covid",80.0609432187543,0,0
"2401","nhw","Acosta","female",2014,"Covid",81.2016592198798,0,0
"2402","nhw","Acosta","male",2014,"Covid",76.4948359810366,0,0
"2403","nhb","Acosta","female",2014,"Covid",78.1702149165092,0,0
"2404","nhb","Acosta","male",2014,"Covid",72.0423021711168,0,0
"2405","latinx","Acosta","female",2014,"Covid",84.8691691836429,0,0
"2406","latinx","Acosta","male",2014,"Covid",80.1821101927682,0,0
"2407","nhw","Acosta","female",2015,"Covid",81.0273200851816,0,0
"2408","nhw","Acosta","male",2015,"Covid",76.3332390614916,0,0
"2409","nhb","Acosta","female",2015,"Covid",78.107996370024,0,0
"2410","nhb","Acosta","male",2015,"Covid",71.7190474589254,0,0
"2411","latinx","Acosta","female",2015,"Covid",84.8104525043823,0,0
"2412","latinx","Acosta","male",2015,"Covid",80.0390792203371,0,0
"2413","nhw","Acosta","female",2016,"Covid",81.0688498147077,0,0
"2414","nhw","Acosta","male",2016,"Covid",76.1991587542719,0,0
"2415","nhb","Acosta","female",2016,"Covid",77.9696601136623,0,0
"2416","nhb","Acosta","male",2016,"Covid",71.4393504479836,0,0
"2417","latinx","Acosta","female",2016,"Covid",84.9136578277131,0,0
"2418","latinx","Acosta","male",2016,"Covid",80.0348065080726,0,0
"2419","nhw","Acosta","female",2017,"Covid",81.0178320411286,0,0
"2420","nhw","Acosta","male",2017,"Covid",76.1414679902183,0,0
"2421","nhb","Acosta","female",2017,"Covid",78.0777220837473,0,0
"2422","nhb","Acosta","male",2017,"Covid",71.3188000045829,0,0
"2423","latinx","Acosta","female",2017,"Covid",84.943524552072,0,0
"2424","latinx","Acosta","male",2017,"Covid",79.9899144864707,0,0
"2425","nhw","Acosta","female",2018,"Covid",81.1699850345079,0,0
"2426","nhw","Acosta","male",2018,"Covid",76.3101125511254,0,0
"2427","nhb","Acosta","female",2018,"Covid",78.163469915128,0,0
"2428","nhb","Acosta","male",2018,"Covid",71.3758666219555,0,0
"2429","latinx","Acosta","female",2018,"Covid",85.1021710819168,0,0
"2430","latinx","Acosta","male",2018,"Covid",80.0678568745441,0,0
"2431","nhw","Acosta","female",2019,"Covid",81.3674518762129,0,0
"2432","nhw","Acosta","male",2019,"Covid",76.4654828070975,0,0
"2433","nhb","Acosta","female",2019,"Covid",78.2759667813221,0,0
"2434","nhb","Acosta","male",2019,"Covid",71.4327785226768,0,0
"2435","latinx","Acosta","female",2019,"Covid",85.2512385174442,0,0
"2436","latinx","Acosta","male",2019,"Covid",80.1476677137057,0,0
"2437","nhw","Acosta","female",2020,"Covid",80.2121747443938,-0.769139998840743,-9.22967998608891
"2438","nhw","Acosta","male",2020,"Covid",74.9323460768662,-0.871317399254053,-10.4558087910486
"2439","nhb","Acosta","female",2020,"Covid",75.5168175251525,-1.58693989126434,-19.043278695172
"2440","nhb","Acosta","male",2020,"Covid",67.7944462115511,-1.67745058394028,-20.1294070072834
"2441","latinx","Acosta","female",2020,"Covid",82.3420817228026,-2.25173252409976,-27.0207902891972
"2442","latinx","Acosta","male",2020,"Covid",75.6218487269796,-3.40953124853598,-40.9143749824318
"2443","nhw","Adair","female",2010,"Covid",81.0958358509852,0,0
"2444","nhw","Adair","male",2010,"Covid",76.3627105101001,0,0
"2445","nhb","Adair","female",2010,"Covid",77.643389616709,0,0
"2446","nhb","Adair","male",2010,"Covid",71.3974880681674,0,0
"2447","latinx","Adair","female",2010,"Covid",84.5704956077972,0,0
"2448","latinx","Adair","male",2010,"Covid",79.6855393094469,0,0
"2449","nhw","Adair","female",2011,"Covid",81.0559078234707,0,0
"2450","nhw","Adair","male",2011,"Covid",76.3683150807214,0,0
"2451","nhb","Adair","female",2011,"Covid",77.7747835111895,0,0
"2452","nhb","Adair","male",2011,"Covid",71.691612316504,0,0
"2453","latinx","Adair","female",2011,"Covid",84.6397629727617,0,0
"2454","latinx","Adair","male",2011,"Covid",79.9619297837395,0,0
"2455","nhw","Adair","female",2012,"Covid",81.1605632551706,0,0
"2456","nhw","Adair","male",2012,"Covid",76.5098074861679,0,0
"2457","nhb","Adair","female",2012,"Covid",78.0584103142106,0,0
"2458","nhb","Adair","male",2012,"Covid",71.8070340366304,0,0
"2459","latinx","Adair","female",2012,"Covid",84.6419038870435,0,0
"2460","latinx","Adair","male",2012,"Covid",80.0079522616595,0,0
"2461","nhw","Adair","female",2013,"Covid",81.1415073315867,0,0
"2462","nhw","Adair","male",2013,"Covid",76.4669538826248,0,0
"2463","nhb","Adair","female",2013,"Covid",78.0362380401684,0,0
"2464","nhb","Adair","male",2013,"Covid",71.8283628933767,0,0
"2465","latinx","Adair","female",2013,"Covid",84.6899921501619,0,0
"2466","latinx","Adair","male",2013,"Covid",80.0609432187543,0,0
"2467","nhw","Adair","female",2014,"Covid",81.2016592198798,0,0
"2468","nhw","Adair","male",2014,"Covid",76.4948359810366,0,0
"2469","nhb","Adair","female",2014,"Covid",78.1702149165092,0,0
"2470","nhb","Adair","male",2014,"Covid",72.0423021711168,0,0
"2471","latinx","Adair","female",2014,"Covid",84.8691691836429,0,0
"2472","latinx","Adair","male",2014,"Covid",80.1821101927682,0,0
"2473","nhw","Adair","female",2015,"Covid",81.0273200851816,0,0
"2474","nhw","Adair","male",2015,"Covid",76.3332390614916,0,0
"2475","nhb","Adair","female",2015,"Covid",78.107996370024,0,0
"2476","nhb","Adair","male",2015,"Covid",71.7190474589254,0,0
"2477","latinx","Adair","female",2015,"Covid",84.8104525043823,0,0
"2478","latinx","Adair","male",2015,"Covid",80.0390792203371,0,0
"2479","nhw","Adair","female",2016,"Covid",81.0688498147077,0,0
"2480","nhw","Adair","male",2016,"Covid",76.1991587542719,0,0
"2481","nhb","Adair","female",2016,"Covid",77.9696601136623,0,0
"2482","nhb","Adair","male",2016,"Covid",71.4393504479836,0,0
"2483","latinx","Adair","female",2016,"Covid",84.9136578277131,0,0
"2484","latinx","Adair","male",2016,"Covid",80.0348065080726,0,0
"2485","nhw","Adair","female",2017,"Covid",81.0178320411286,0,0
"2486","nhw","Adair","male",2017,"Covid",76.1414679902183,0,0
"2487","nhb","Adair","female",2017,"Covid",78.0777220837473,0,0
"2488","nhb","Adair","male",2017,"Covid",71.3188000045829,0,0
"2489","latinx","Adair","female",2017,"Covid",84.943524552072,0,0
"2490","latinx","Adair","male",2017,"Covid",79.9899144864707,0,0
"2491","nhw","Adair","female",2018,"Covid",81.1699850345079,0,0
"2492","nhw","Adair","male",2018,"Covid",76.3101125511254,0,0
"2493","nhb","Adair","female",2018,"Covid",78.163469915128,0,0
"2494","nhb","Adair","male",2018,"Covid",71.3758666219555,0,0
"2495","latinx","Adair","female",2018,"Covid",85.1021710819168,0,0
"2496","latinx","Adair","male",2018,"Covid",80.0678568745441,0,0
"2497","nhw","Adair","female",2019,"Covid",81.3674518762129,0,0
"2498","nhw","Adair","male",2019,"Covid",76.4654828070975,0,0
"2499","nhb","Adair","female",2019,"Covid",78.2759667813221,0,0
"2500","nhb","Adair","male",2019,"Covid",71.4327785226768,0,0
"2501","latinx","Adair","female",2019,"Covid",85.2512385174442,0,0
"2502","latinx","Adair","male",2019,"Covid",80.1476677137057,0,0
"2503","nhw","Adair","female",2020,"Covid",80.2121747443938,-0.769139998840743,-9.22967998608891
"2504","nhw","Adair","male",2020,"Covid",74.9323460768662,-0.871317399254053,-10.4558087910486
"2505","nhb","Adair","female",2020,"Covid",75.5168175251525,-1.58693989126434,-19.043278695172
"2506","nhb","Adair","male",2020,"Covid",67.7944462115511,-1.67745058394028,-20.1294070072834
"2507","latinx","Adair","female",2020,"Covid",82.3420817228026,-2.25173252409976,-27.0207902891972
"2508","latinx","Adair","male",2020,"Covid",75.6218487269796,-3.40953124853598,-40.9143749824318
"2509","nhw","Contributing","female",2010,"Covid",81.0958358509852,0,0
"2510","nhw","Contributing","male",2010,"Covid",76.3627105101001,0,0
"2511","nhb","Contributing","female",2010,"Covid",77.643389616709,0,0
"2512","nhb","Contributing","male",2010,"Covid",71.3974880681674,0,0
"2513","latinx","Contributing","female",2010,"Covid",84.5704956077972,0,0
"2514","latinx","Contributing","male",2010,"Covid",79.6855393094469,0,0
"2515","nhw","Contributing","female",2011,"Covid",81.0559078234707,0,0
"2516","nhw","Contributing","male",2011,"Covid",76.3683150807214,0,0
"2517","nhb","Contributing","female",2011,"Covid",77.7747835111895,0,0
"2518","nhb","Contributing","male",2011,"Covid",71.691612316504,0,0
"2519","latinx","Contributing","female",2011,"Covid",84.6397629727617,0,0
"2520","latinx","Contributing","male",2011,"Covid",79.9619297837395,0,0
"2521","nhw","Contributing","female",2012,"Covid",81.1605632551706,0,0
"2522","nhw","Contributing","male",2012,"Covid",76.5098074861679,0,0
"2523","nhb","Contributing","female",2012,"Covid",78.0584103142106,0,0
"2524","nhb","Contributing","male",2012,"Covid",71.8070340366304,0,0
"2525","latinx","Contributing","female",2012,"Covid",84.6419038870435,0,0
"2526","latinx","Contributing","male",2012,"Covid",80.0079522616595,0,0
"2527","nhw","Contributing","female",2013,"Covid",81.1415073315867,0,0
"2528","nhw","Contributing","male",2013,"Covid",76.4669538826248,0,0
"2529","nhb","Contributing","female",2013,"Covid",78.0362380401684,0,0
"2530","nhb","Contributing","male",2013,"Covid",71.8283628933767,0,0
"2531","latinx","Contributing","female",2013,"Covid",84.6899921501619,0,0
"2532","latinx","Contributing","male",2013,"Covid",80.0609432187543,0,0
"2533","nhw","Contributing","female",2014,"Covid",81.2016592198798,0,0
"2534","nhw","Contributing","male",2014,"Covid",76.4948359810366,0,0
"2535","nhb","Contributing","female",2014,"Covid",78.1702149165092,0,0
"2536","nhb","Contributing","male",2014,"Covid",72.0423021711168,0,0
"2537","latinx","Contributing","female",2014,"Covid",84.8691691836429,0,0
"2538","latinx","Contributing","male",2014,"Covid",80.1821101927682,0,0
"2539","nhw","Contributing","female",2015,"Covid",81.0273200851816,0,0
"2540","nhw","Contributing","male",2015,"Covid",76.3332390614916,0,0
"2541","nhb","Contributing","female",2015,"Covid",78.107996370024,0,0
"2542","nhb","Contributing","male",2015,"Covid",71.7190474589254,0,0
"2543","latinx","Contributing","female",2015,"Covid",84.8104525043823,0,0
"2544","latinx","Contributing","male",2015,"Covid",80.0390792203371,0,0
"2545","nhw","Contributing","female",2016,"Covid",81.0688498147077,0,0
"2546","nhw","Contributing","male",2016,"Covid",76.1991587542719,0,0
"2547","nhb","Contributing","female",2016,"Covid",77.9696601136623,0,0
"2548","nhb","Contributing","male",2016,"Covid",71.4393504479836,0,0
"2549","latinx","Contributing","female",2016,"Covid",84.9136578277131,0,0
"2550","latinx","Contributing","male",2016,"Covid",80.0348065080726,0,0
"2551","nhw","Contributing","female",2017,"Covid",81.0178320411286,0,0
"2552","nhw","Contributing","male",2017,"Covid",76.1414679902183,0,0
"2553","nhb","Contributing","female",2017,"Covid",78.0777220837473,0,0
"2554","nhb","Contributing","male",2017,"Covid",71.3188000045829,0,0
"2555","latinx","Contributing","female",2017,"Covid",84.943524552072,0,0
"2556","latinx","Contributing","male",2017,"Covid",79.9899144864707,0,0
"2557","nhw","Contributing","female",2018,"Covid",81.1699850345079,0,0
"2558","nhw","Contributing","male",2018,"Covid",76.3101125511254,0,0
"2559","nhb","Contributing","female",2018,"Covid",78.163469915128,0,0
"2560","nhb","Contributing","male",2018,"Covid",71.3758666219555,0,0
"2561","latinx","Contributing","female",2018,"Covid",85.1021710819168,0,0
"2562","latinx","Contributing","male",2018,"Covid",80.0678568745441,0,0
"2563","nhw","Contributing","female",2019,"Covid",81.3674518762129,0,0
"2564","nhw","Contributing","male",2019,"Covid",76.4654828070975,0,0
"2565","nhb","Contributing","female",2019,"Covid",78.2759667813221,0,0
"2566","nhb","Contributing","male",2019,"Covid",71.4327785226768,0,0
"2567","latinx","Contributing","female",2019,"Covid",85.2512385174442,0,0
"2568","latinx","Contributing","male",2019,"Covid",80.1476677137057,0,0
"2569","nhw","Contributing","female",2020,"Covid",80.2121747443938,-0.769139998840743,-9.22967998608891
"2570","nhw","Contributing","male",2020,"Covid",74.9323460768662,-0.871317399254053,-10.4558087910486
"2571","nhb","Contributing","female",2020,"Covid",75.5168175251525,-1.58693989126434,-19.043278695172
"2572","nhb","Contributing","male",2020,"Covid",67.7944462115511,-1.67745058394028,-20.1294070072834
"2573","latinx","Contributing","female",2020,"Covid",82.3420817228026,-2.25173252409976,-27.0207902891972
"2574","latinx","Contributing","male",2020,"Covid",75.6218487269796,-3.40953124853598,-40.9143749824318
"2575","nhw","Underlying","female",2010,"Covid",81.0958358509852,0,0
"2576","nhw","Underlying","male",2010,"Covid",76.3627105101001,0,0
"2577","nhb","Underlying","female",2010,"Covid",77.643389616709,0,0
"2578","nhb","Underlying","male",2010,"Covid",71.3974880681674,0,0
"2579","latinx","Underlying","female",2010,"Covid",84.5704956077972,0,0
"2580","latinx","Underlying","male",2010,"Covid",79.6855393094469,0,0
"2581","nhw","Underlying","female",2011,"Covid",81.0559078234707,0,0
"2582","nhw","Underlying","male",2011,"Covid",76.3683150807214,0,0
"2583","nhb","Underlying","female",2011,"Covid",77.7747835111895,0,0
"2584","nhb","Underlying","male",2011,"Covid",71.691612316504,0,0
"2585","latinx","Underlying","female",2011,"Covid",84.6397629727617,0,0
"2586","latinx","Underlying","male",2011,"Covid",79.9619297837395,0,0
"2587","nhw","Underlying","female",2012,"Covid",81.1605632551706,0,0
"2588","nhw","Underlying","male",2012,"Covid",76.5098074861679,0,0
